ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,nivelEscalamiento,UserInfo,tiempoResolucion
104,Mal funcionamiento,02-11-2023,Cerrada,['546-06-9283'],['5666'],Bajo,"[['Ligia Galvez Ferrera', 'martiazeneth@pardo-ayuso.com', '+34974339764']]",333.0
105,Rotura,06-12-2023,Cerrada,"['753-87-8349', '831-23-8385']","['7976', '14313']",Bajo,"[['Albert Guitart Casanovas', 'cvina@castejon.es', '+34908408701'], ['Diego Becerra Ariño', 'erasmomachado@francisco.com', '+34729542484']]",254.0
106,Vandalismo,23-12-2023,Cerrada,['358-75-9776'],"['4356', '11765']",Bajo,"[['Jose Angel Ayuso Ferrán', 'andradeisa@hotmail.com', '+34749286856']]",130.0
107,Rotura,21-10-2023,Cerrada,['813-16-4973'],['11043'],Bajo,"[['Evelia Vilalta Caparrós', 'tmartinez@fortuny.es', '+34716517677']]",249.0
108,Desgaste,19-05-2024,Abierta,['888-02-5417'],['12162'],Bajo,"[['Juan Carlos Arias Fortuny', 'maciasagata@ruiz.es', '+34685388310']]",-1.0
109,Rotura,27-12-2023,Cerrada,"['402-42-7281', '406-56-3619', '660-91-9231']",['5315'],Bajo,"[['Valeria Fonseca Pedrero', 'crespimarcos@zabaleta.net', '+34707746920'], ['Victoria Barreda Salvà', 'ivanbas@yahoo.com', '+34608834556'], ['Emiliano Juan Escudero Muro', 'anguitabernardita@quero.es', '+34913836431']]",154.0
110,Mal funcionamiento,11-09-2023,Abierta,"['915-79-7888', '804-50-1687']","['7092', '11539']",Bajo,"[['Vilma Tamayo', 'genoveva57@hotmail.com', '+34812694719'], ['Juan Bayón Clavero', 'cletobolanos@gmail.com', '+34876513099']]",201.0
111,Vandalismo,24-08-2024,Cerrada,['670-05-9074'],"['11234', '12677']",Bajo,"[['Encarna Galan-corbacho', 'scarballo@abril.es', '+34600131985']]",-1.0
112,Mal funcionamiento,23-10-2023,Cerrada,"['847-44-2878', '440-29-6963', '107-46-8349']","['1219', '9711', '14285']",Bajo,"[['Heliodoro Abraham Montaña Mulet', 'caridad96@yahoo.com', '+34746131301'], ['Carlota Jódar', 'maximolanda@gmail.com', '+34634777487'], ['Sol Vera Carreño', 'consuelarojas@arjona-sainz.com', '+34722004869']]",148.0
113,Vandalismo,11-06-2024,Cerrada,"['422-00-3504', '151-14-3672']","['5530', '11294']",Bajo,"[['Rosaura Ágata Ferrán Alcántara', 'maria-angeles31@carpio-palma.es', '+34725943005'], ['Adolfo Carreras Ramírez', 'camilaocana@hotmail.com', '+34729400137']]",-1.0
114,Mal funcionamiento,20-04-2024,Cerrada,['944-32-3034'],['4534'],Bajo,"[['Artemio Salgado Aparicio', 'barberavictor@yahoo.com', '+34891069672']]",121.0
115,Mal funcionamiento,06-06-2024,Abierta,['692-64-7625'],"['11825', '13298']",Bajo,"[['Vinicio Carreras Leon', 'estefania53@hotmail.com', '+34711199807']]",-1.0
116,Rotura,04-01-2024,Cerrada,"['199-55-3678', '999-56-4531', '559-08-6664']",['13341'],Bajo,"[['Seve Franco Salcedo', 'gcabanas@gmail.com', '+34749887202'], ['Florentino Ramón Campo', 'canasmireia@acosta-dominguez.com', '+34703629124'], ['Benigna Juanita Hurtado Armengol', 'pontanibal@pomares.es', '+34745341258']]",198.0
117,Vandalismo,10-01-2024,Cerrada,"['239-90-7990', '925-93-2493', '038-88-0793']",['1005'],Bajo,"[['Fermín Mata', 'regulo84@gmail.com', '+34718660298'], ['Nydia Villanueva Parra', 'borjaporta@mugica.org', '+34704595876'], ['Emilia Dalmau Agustín', 'jalberola@gmail.com', '+34664247908']]",136.0
118,Rotura,09-05-2024,Abierta,"['488-36-2592', '755-98-6242']","['1394', '8723']",Bajo,"[['Eutropio Cortina Gimenez', 'florentino27@arellano-arias.es', '+34654103130'], ['Mirta Marcos Ortega', 'pepitoaguado@clavero.es', '+34715766442']]",48.0
119,Vandalismo,26-06-2024,Abierta,"['314-20-5792', '008-09-7815']",['14814'],Bajo,"[['Pepita Valderrama Cabanillas', 'lvelez@domenech-vaquero.es', '+34741413270'], ['María Ángeles Virginia Sotelo Alvarado', 'angeles46@pons.com', '+34906163954']]",43.0
120,Desgaste,03-07-2024,Cerrada,"['721-47-7070', '761-76-9648']",['13667'],Bajo,"[['Angelina Del Marco', 'reinaldocarpio@hotmail.com', '+34937139493'], ['Omar Del Mate', 'pguerrero@exposito-anglada.com', '+34998331322']]",-1.0
121,Vandalismo,22-08-2024,Cerrada,"['531-32-3397', '378-21-9839', '066-94-8131']","['2159', '4757']",Bajo,"[['Amparo Martorell Sans', 'nbotella@company.es', '+34895552562'], ['Jessica Arana', 'berto86@gmail.com', '+34706446502'], ['Ezequiel Cebrián Rios Luna', 'jose-ignacio88@gmail.com', '+34701501799']]",-1.0
122,Mal funcionamiento,01-07-2024,Cerrada,"['021-72-0249', '106-83-9545', '932-16-5096']",['5358'],Bajo,"[['Nydia Buendía Herrera', 'solsonabruno@yahoo.com', '+34725915243'], ['Saturnino Carballo Nogueira', 'wcerro@castilla.net', '+34710107203'], ['Simón Mancebo', 'moyaariel@isern-manjon.es', '+34957253851']]",-1.0
123,Mal funcionamiento,03-11-2023,Cerrada,['380-33-3475'],"['3608', '6350']",Bajo,"[['Mateo Tamayo', 'rosadorenato@hotmail.com', '+34713012559']]",288.0
124,Mal funcionamiento,29-02-2024,Abierta,['229-67-5850'],['12976'],Bajo,"[['Sergio Expósito', 'morillosamanta@hotmail.com', '+34718490211']]",73.0
125,Rotura,08-10-2024,Abierta,"['509-39-6212', '706-89-6262']",['2417'],Bajo,"[['Berto Catalán-navas', 'teofilasantamaria@marquez.es', '+34729507362'], ['Bartolomé Puente Salvà', 'corderokike@garmendia.com', '+34745652166']]",-1.0
126,Vandalismo,26-06-2024,Abierta,['999-31-9294'],['10980'],Bajo,"[['Raúl De Fuentes', 'sleiva@dominguez.com', '+34737862948']]",-1.0
127,Rotura,03-01-2024,Abierta,['762-87-6031'],"['893', '12391', '13550']",Bajo,"[['Marcela De Barco', 'florjesus@gmail.com', '+34728880260']]",98.0
128,Rotura,21-02-2024,Abierta,['291-81-9863'],['89'],Bajo,"[['Santiago Puerta Tormo', 'nicolasa11@hotmail.com', '+34806548153']]",-1.0
129,Rotura,06-07-2024,Abierta,"['060-83-4978', '088-72-6336', '805-52-9768']","['319', '5790']",Bajo,"[['Anselma Ros Naranjo', 'adelaidapina@jara-nogues.es', '+34897497189'], ['Jordán Del Báez', 'xballesteros@hotmail.com', '+34747768857'], ['Victorino Tapia Román', 'bustamantemarisela@gmail.com', '+34723348790']]",-1.0
130,Mal funcionamiento,03-12-2023,Abierta,"['103-58-3873', '788-66-1589', '559-53-7633']","['234', '4043']",Bajo,"[['Eladio Del Luna', 'aortuno@gmail.com', '+34816737879'], ['Gerónimo Galindo Noguera', 'casandra23@tejedor-castaneda.es', '+34637550620'], ['Carmelo Cañete Mármol', 'mmoya@hotmail.com', '+34710492716']]",292.0
131,Vandalismo,30-06-2024,Cerrada,"['426-59-0592', '132-74-6029', '008-44-5781']","['10776', '12743']",Bajo,"[['Sergio De Coloma', 'arceliacarmona@gmail.com', '+34704932140'], ['Bernabé Arce Leiva', 'ugartenadia@morata.com', '+34739587640'], ['Fabio Carrión Sánchez', 'cayetanabaeza@yahoo.com', '+34900002033']]",-1.0
132,Rotura,09-03-2024,Cerrada,['342-05-0813'],['6748'],Bajo,"[['Candelaria Concha Barberá Peláez', 'vizcainoviviana@maza.es', '+34709990881']]",65.0
133,Vandalismo,14-04-2024,Abierta,['744-40-7622'],['9083'],Bajo,"[['Olalla Boix Olivares', 'felipa66@monreal-valencia.com', '+34677837923']]",-1.0
134,Vandalismo,12-04-2024,Abierta,['768-48-1875'],['8942'],Bajo,"[['Sergio Pareja Vilalta', 'piquerprudencio@yahoo.com', '+34705433862']]",27.0
135,Vandalismo,24-06-2024,Cerrada,['907-91-3349'],['12962'],Bajo,"[['Luisa Lasa Alsina', 'mohamedsantana@morales-sanchez.es', '+34741552488']]",32.0
136,Mal funcionamiento,17-04-2024,Abierta,"['857-73-1221', '854-06-8449', '114-82-0887']",['13527'],Bajo,"[['Anselma Del Zaragoza', 'alejo31@girona.es', '+34721361317'], ['Gil Herminio Aguado Pinedo', 'espanolestrella@duque-pineda.es', '+34675357464'], ['Fernando Marco Asenjo', 'clamas@calderon-pedraza.com', '+34703065129']]",152.0
137,Desgaste,24-08-2024,Cerrada,"['498-20-3589', '750-10-2047', '226-27-5299']","['9104', '12773']",Bajo,"[['Elba Cecilia Cortina Nebot', 'basilio21@gmail.com', '+34749207318'], ['Adelardo Valenciano Catalá', 'raquelcolom@gmail.com', '+34726934926'], ['Casemiro Rico Iglesia', 'rosellomatilde@yahoo.com', '+34984839189']]",-1.0
138,Desgaste,19-01-2024,Cerrada,"['516-01-8072', '207-84-0141', '178-68-4628']","['4286', '10327']",Bajo,"[['Renato Garriga Mayol', 'faustinogaya@hotmail.com', '+34746624420'], ['Salomón Alba Peña', 'abellaagapito@hotmail.com', '+34717051893'], ['Bautista Trujillo Quintero', 'pazleocadia@gmail.com', '+34748713376']]",250.0
139,Mal funcionamiento,14-08-2024,Cerrada,"['713-15-5817', '445-92-8881', '982-34-7661']",['11886'],Bajo,"[['Clemente Barreda Alonso', 'yverdu@vendrell.es', '+34717157404'], ['Domitila Alcántara Azcona', 'dropero@hotmail.com', '+34973632407'], ['Amaro Del Cerdá', 'loretopascual@gordillo-garmendia.com', '+34928919900']]",-1.0
140,Rotura,12-11-2023,Abierta,"['590-05-0409', '141-94-3256', '897-31-3331']",['3672'],Bajo,"[['Ester Bilbao Quero', 'espiridion06@barral-castello.net', '+34685652498'], ['María Del Carmen Del Huerta', 'mgodoy@solano.es', '+34981068419'], ['Paz Del Cortés', 'ursula08@carrasco.es', '+34838092951']]",177.0
141,Rotura,01-12-2023,Cerrada,"['433-06-8898', '999-56-0502', '235-22-0229']",['7470'],Bajo,"[['Adelardo Martorell Agustí', 'angelinapablo@hotmail.com', '+34722441828'], ['Perlita Marí Vall', 'dbarbera@gmail.com', '+34747537630'], ['Josep Guzman Andrés', 'rebollomercedes@adadia.org', '+34724757226']]",56.0
142,Rotura,27-08-2024,Abierta,"['800-63-9797', '786-16-3738', '179-73-2227']",['3999'],Bajo,"[['Remedios Calixta Solís Luján', 'dalila51@hotmail.com', '+34744986348'], ['Flora Del Acero', 'luciagordillo@hotmail.com', '+34728632046'], ['Ariel Aura Leal Segura', 'oscar01@cadenas-andres.com', '+34734224974']]",16.0
143,Vandalismo,14-04-2024,Abierta,"['993-26-8588', '021-72-0249']",['10556'],Bajo,"[['Gregorio Cobos Luque', 'rubenpedrosa@ribas-oliveras.es', '+34714661326'], ['Nydia Buendía Herrera', 'solsonabruno@yahoo.com', '+34725915243']]",63.0
144,Vandalismo,14-02-2024,Cerrada,"['197-54-6424', '807-82-9494']",['14212'],Bajo,"[['Abigaíl Arteaga-blanca', 'heribertoquerol@talavera.es', '+34705888488'], ['Alma Téllez Carpio', 'lourdeslasa@gmail.com', '+34740935217']]",-1.0
145,Mal funcionamiento,14-12-2023,Cerrada,['374-61-4080'],['12665'],Bajo,"[['Ismael De Navas', 'amelia50@gmail.com', '+34852446144']]",135.0
146,Vandalismo,04-02-2024,Abierta,"['852-76-3607', '561-26-7740', '374-49-6742']",['3462'],Bajo,"[['Osvaldo Recio Moll', 'encarnacionnoriega@gmail.com', '+34963183590'], ['Claudia Dorotea Mora Pinedo', 'annacolomer@villa-jerez.com', '+34735668664'], ['Aurora Blanes Roca', 'isidrotejera@valverde.com', '+34943735199']]",0.0
147,Rotura,24-05-2024,Cerrada,"['743-88-8084', '925-12-3302', '742-25-8929']","['2218', '13692']",Bajo,"[['Reynaldo Roda Barriga', 'candelaria39@gmail.com', '+34737878861'], ['Leandra Andrade Carreras', 'gloriabas@penalver-dieguez.com', '+34737625836'], ['Encarnacion Cortina', 'hcadenas@roma-tamarit.com', '+34647086611']]",138.0
148,Rotura,03-07-2024,Abierta,"['210-74-6960', '304-23-9582', '354-41-2235']","['5072', '8621']",Bajo,"[['Bibiana Vall Quevedo', 'emiliomariscal@hotmail.com', '+34704373346'], ['Primitivo Salamanca-calleja', 'borjasara@dalmau.es', '+34701605835'], ['Lucila Hurtado Perez', 'zamoracustodia@gmail.com', '+34720672084']]",33.0
149,Desgaste,21-07-2024,Cerrada,"['309-48-5557', '191-66-6006']","['3627', '10050']",Bajo,"[['Buenaventura Montenegro Arroyo', 'ruperto72@hotmail.com', '+34734008039'], ['Máxima De Montenegro', 'iban84@gmail.com', '+34702928205']]",-1.0
150,Desgaste,07-02-2024,Cerrada,"['442-73-6240', '428-15-6327', '703-36-0172']","['1348', '4293', '11069']",Bajo,"[['Teresa Tenorio Vara', 'ivanduran@yahoo.com', '+34737767835'], ['Isabela Arribas Llabrés', 'dafne93@hotmail.com', '+34883284546'], ['Rufina Maxi Beltrán Julián', 'pzorrilla@hotmail.com', '+34721307369']]",177.0
151,Mal funcionamiento,27-02-2024,Cerrada,['933-52-0348'],['13944'],Bajo,"[['Custodia Rosa Asenjo', 'victor-manuelverdejo@gmail.com', '+34647954020']]",-1.0
152,Vandalismo,24-04-2024,Cerrada,['799-14-3002'],"['2198', '11261']",Bajo,"[['Vicente Cervantes Pardo', 'linacuervo@torres.es', '+34608462181']]",8.0
153,Rotura,03-01-2024,Abierta,['395-25-3102'],['13983'],Bajo,"[['Gala Galván Tirado', 'contrerasrosenda@yahoo.com', '+34726867959']]",160.0
154,Rotura,06-05-2024,Cerrada,['865-72-4713'],['11768'],Bajo,"[['Isaura Bárcena Campo', 'mvelez@pujol.es', '+34719523843']]",107.0
155,Vandalismo,27-12-2023,Abierta,"['610-07-8246', '739-38-2948']",['714'],Bajo,"[['Adrián Baltasar Nogués Tomas', 'zacarias40@torrecilla-ricart.com', '+34737045704'], ['Edu Gabaldón Osorio', 'kacedo@enriquez.es', '+34711951038']]",75.0
156,Vandalismo,12-07-2023,Cerrada,"['406-08-6881', '522-29-8564', '419-82-9150']","['6323', '14304']",Bajo,"[['Piedad Robles Flor', 'begona62@gmail.com', '+34708560869'], ['Sergio Aranda Pinedo', 'maristela31@echevarria.net', '+34704430416'], ['Lorenzo Cándido Mayol Durán', 'santiago35@yahoo.com', '+34868784079']]",164.0
157,Rotura,27-11-2023,Abierta,"['265-48-2957', '872-67-3391']","['60', '1615']",Bajo,"[['Joaquín De Sala', 'jordanamarquez@gmail.com', '+34739991681'], ['Dora Moraleda Cervera', 'wsales@cerda-arias.org', '+34702176248']]",248.0
158,Rotura,19-02-2024,Cerrada,['032-32-5015'],"['2348', '14207']",Bajo,"[['Albano Lorenzo Higueras Espada', 'medinafito@gmail.com', '+34645397859']]",190.0
159,Rotura,12-12-2023,Abierta,"['205-00-9933', '138-25-4182']",['17'],Bajo,"[['Edelmira Gutiérrez Sanmiguel', 'isidro36@gmail.com', '+34730856355'], ['Jesusa Bello González', 'reina56@hotmail.com', '+34847994385']]",-1.0
160,Desgaste,15-02-2024,Abierta,"['777-79-8430', '383-80-7670']",['14613'],Bajo,"[['Humberto Lopez Catalán', 'victorinososa@rio-salgado.com', '+34605826725'], ['Leticia Morán Elorza', 'pio65@yahoo.com', '+34744374703']]",176.0
161,Vandalismo,17-01-2024,Abierta,"['198-65-0810', '580-02-1574', '470-22-3012']",['11633'],Bajo,"[['Ester Oliver Padilla', 'margarita74@yahoo.com', '+34735011674'], ['Rosario Antonia Pou Huguet', 'pelayo11@yahoo.com', '+34725507670'], ['Pío Navas-lerma', 'morellelodia@castilla-valverde.com', '+34727123855']]",169.0
162,Desgaste,07-03-2024,Cerrada,"['067-58-2956', '171-54-0923', '945-91-5104']","['1912', '12659', '13067']",Bajo,"[['Sandalio Ribera', 'paolamadrid@gmail.com', '+34838340229'], ['Gonzalo Crespi Bueno', 'maximopintor@tomas-roda.net', '+34714760203'], ['Josep Plácido Riera Cárdenas', 'mariselasoria@lerma.es', '+34706523378']]",162.0
163,Rotura,30-07-2024,Abierta,"['872-99-7259', '665-47-8041']","['8033', '14540']",Bajo,"[['Rodolfo Blasco Seguí', 'kcarrion@yahoo.com', '+34704791997'], ['Carlito Valenciano Amo', 'lmacias@ibarra-orozco.net', '+34675780029']]",45.0
164,Rotura,19-11-2023,Abierta,"['068-68-2427', '696-63-7680']","['3659', '9379']",Bajo,"[['Ani De Corbacho', 'tamaramorata@bru.net', '+34828661721'], ['Brunilda Chico-morante', 'esperanzapino@yahoo.com', '+34738179622']]",168.0
165,Rotura,18-05-2024,Cerrada,"['549-28-7148', '715-12-8995', '548-46-9753']",['3203'],Bajo,"[['Samanta Muro', 'ballesteramaya@suarez-flor.es', '+34890777066'], ['Abel Hidalgo', 'lalo25@bayona.com', '+34743022968'], ['Gervasio Perea Morales', 'dcarreno@gmail.com', '+34746465215']]",-1.0
166,Mal funcionamiento,04-10-2024,Abierta,"['760-99-8105', '714-47-8610', '135-40-0780']","['1821', '8955', '10302']",Bajo,"[['Borja Perera Varela', 'andres-felipe18@godoy.com', '+34681369705'], ['Flavia Robles Ayllón', 'chuy01@hotmail.com', '+34809630489'], ['Reynaldo Rosales Barco', 'pepito35@dieguez-chamorro.com', '+34701864309']]",-1.0
167,Rotura,30-11-2023,Cerrada,['303-99-0679'],['9101'],Bajo,"[['Moisés Jose Carlos Zapata Tejada', 'galindovirgilio@yahoo.com', '+34701680327']]",-1.0
168,Vandalismo,12-02-2024,Abierta,['094-28-9871'],['5716'],Bajo,"[['Leticia Nevado Vallés', 'sosamercedes@rico-montenegro.com', '+34841495741']]",122.0
169,Desgaste,11-07-2024,Cerrada,"['391-82-5472', '913-45-8490', '003-70-2209']","['7839', '10091']",Bajo,"[['Florinda Lasa Vila', 'jquevedo@larranaga.es', '+34721886923'], ['León Montenegro', 'bgiralt@gmail.com', '+34721748723'], ['Emigdio Teobaldo Vila Salvador', 'gabrielabenet@yahoo.com', '+34824921183']]",28.0
170,Desgaste,19-11-2023,Abierta,"['213-99-9087', '179-49-4838']",['12457'],Bajo,"[['Ismael Verdugo Olivares', 'xsanjuan@hotmail.com', '+34707914117'], ['Ernesto Querol Roca', 'edgartome@neira.com', '+34717131025']]",249.0
171,Rotura,06-11-2023,Abierta,"['562-33-7001', '311-30-4865']",['12488'],Bajo,"[['Cornelio Giménez Blanco', 'elisabettorre@yahoo.com', '+34700962660'], ['Samu Fernando Martín Camps', 'morenajimenez@hotmail.com', '+34718607645']]",125.0
172,Vandalismo,20-09-2024,Cerrada,"['186-54-3558', '128-84-7974']",['6870'],Bajo,"[['Daniel Miguel Ángel Chamorro Cal', 'novoaoctavio@santamaria.es', '+34604602655'], ['Mariano Arranz Tena', 'prudencio39@yahoo.com', '+34717123528']]",-1.0
173,Desgaste,07-09-2024,Abierta,"['002-53-4615', '244-04-0014']",['13396'],Bajo,"[['Elodia Aguilar Fuente', 'pujadasbenigna@gmail.com', '+34717340560'], ['Florinda Paz Carpio', 'rodriguezsara@fuente.es', '+34632865246']]",-1.0
174,Vandalismo,23-12-2023,Abierta,"['213-35-6192', '362-20-2362', '698-52-5306']","['5567', '6893']",Bajo,"[['Emilia De Rodriguez', 'almudena77@casas-revilla.org', '+34708480654'], ['Herberto Torre Amorós', 'jennifer30@monreal.com', '+34703232715'], ['Ema Blanes', 'ramona79@aliaga-anglada.org', '+34705204352']]",84.0
175,Rotura,15-09-2024,Cerrada,['463-07-6119'],['13508'],Bajo,"[['Rico Corbacho Angulo', 'dalila62@yahoo.com', '+34896157200']]",-1.0
176,Desgaste,03-07-2024,Abierta,"['465-66-7179', '499-25-5214', '802-02-2509']","['5197', '13163']",Bajo,"[['Ismael Padilla Abril', 'emperatriziriarte@antunez-hervia.com', '+34725665713'], ['Nuria Alcántara Fuentes', 'espanolheraclio@hervas-aramburu.es', '+34706640217'], ['Vidal Merino Alberdi', 'zmartinez@escudero-pomares.net', '+34936834109']]",-1.0
177,Mal funcionamiento,01-08-2024,Cerrada,"['516-93-9492', '465-05-9417']",['9393'],Bajo,"[['Tito Albino Chacón Feijoo', 'bgelabert@cardenas.es', '+34948949106'], ['Candelario Tirado Báez', 'roman38@gmail.com', '+34742265332']]",-1.0
178,Mal funcionamiento,13-09-2024,Abierta,['280-16-8155'],['11491'],Bajo,"[['Quirino Beltrán Riquelme', 'earroyo@gmail.com', '+34706741801']]",-1.0
179,Rotura,07-03-2024,Cerrada,"['397-44-1337', '364-82-2347', '171-50-3237']",['13741'],Bajo,"[['Ramona Pedrero Jódar', 'merchelinares@hotmail.com', '+34735178296'], ['Cruz Sacristán', 'laloabellan@carretero.com', '+34709059645'], ['Carla Natalia Colom Amo', 'jgimenez@yahoo.com', '+34719868320']]",-1.0
180,Rotura,23-07-2024,Cerrada,"['002-07-7437', '408-76-7776']",['12723'],Bajo,"[['Jacinta Galan Agustí', 'eulalia77@coloma.es', '+34735803807'], ['Bonifacio Mercader Antúnez', 'llabreslupita@gmail.com', '+34841361010']]",-1.0
181,Rotura,08-04-2024,Abierta,"['832-34-4746', '759-45-6594', '236-84-5106']",['6398'],Bajo,"[['Amor Laguna Arellano', 'reinaisidro@hotmail.com', '+34729275968'], ['Maxi Campos Nicolau', 'cgutierrez@quiros-aliaga.com', '+34726797973'], ['Xiomara De Almansa', 'wespejo@hotmail.com', '+34925890580']]",-1.0
182,Vandalismo,25-09-2024,Cerrada,"['917-42-2331', '465-09-8156']",['2666'],Bajo,"[['Carmen Aguiló Ortuño', 'florencio81@yahoo.com', '+34716448489'], ['Blas Arce Baquero', 'ignaciobarrios@orozco-bayo.com', '+34913558443']]",-1.0
183,Desgaste,19-02-2024,Cerrada,['054-11-4063'],['7836'],Bajo,"[['Oriana Real Arrieta', 'imarin@santamaria.com', '+34808626711']]",295.0
184,Mal funcionamiento,11-05-2024,Cerrada,"['862-77-3192', '537-17-5166']",['6102'],Bajo,"[['Maribel Nuñez Badía', 'benignobarcelo@cuenca.com', '+34991529691'], ['Miguela Gibert Nevado', 'alvaroprudencio@maldonado.org', '+34712813977']]",-1.0
185,Mal funcionamiento,15-11-2023,Cerrada,"['854-62-4392', '426-18-3896']",['7585'],Bajo,"[['Tamara Cabeza Pavón', 'rufino00@hotmail.com', '+34630471184'], ['Araceli Cánovas Saavedra', 'paulinosanmiguel@galan-nogueira.es', '+34701377180']]",171.0
186,Rotura,30-12-2023,Abierta,"['757-76-2598', '039-22-1924']",['11854'],Bajo,"[['Samuel Gomila Acero', 'gilleoncio@escamilla-corral.es', '+34718609395'], ['Vicente Bosch', 'regulo82@lledo-calvo.es', '+34624724082']]",229.0
187,Vandalismo,25-08-2024,Cerrada,['057-70-0978'],['7064'],Bajo,"[['Marciano Aguirre Gimeno', 'fajardohortensia@hotmail.com', '+34977907829']]",-1.0
188,Desgaste,13-05-2024,Cerrada,['416-92-4256'],"['5054', '8978']",Bajo,"[['Odalis García Manso', 'marinabas@pedrosa-bravo.com', '+34828006861']]",17.0
189,Vandalismo,24-12-2023,Abierta,"['612-98-3499', '360-52-5410']",['10821'],Bajo,"[['Sebastián Mateo Somoza Bastida', 'maximilianoaragones@hotmail.com', '+34969114128'], ['Javier Del Isern', 'salaines@castell.es', '+34850674158']]",175.0
190,Mal funcionamiento,29-12-2023,Cerrada,"['990-34-7933', '786-49-5347', '901-30-7322']","['7252', '14114']",Bajo,"[['Adalberto Plaza', 'corbachopascual@hotmail.com', '+34736965493'], ['Consuela Iriarte', 'barrigabernardo@hotmail.com', '+34744333357'], ['Marta Zamora Lledó', 'olmedotadeo@llanos.es', '+34710158688']]",83.0
191,Rotura,09-10-2024,Cerrada,['758-71-7752'],"['2506', '8275']",Bajo,"[['Narcisa Sevillano', 'olalla68@hotmail.com', '+34616913794']]",-1.0
192,Vandalismo,10-01-2024,Abierta,"['342-07-6171', '804-26-7623', '580-40-7687']","['5460', '7271']",Bajo,"[['Fidela Río Calvo', 'buenaventura00@crespo.es', '+34714800991'], ['Jenaro Alcaraz Arribas', 'garoca@gmail.com', '+34748921070'], ['Ciriaco Espinosa Torrens', 'arjonajose-luis@echevarria-corbacho.com', '+34603164364']]",-1.0
